"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)"
Rafa Mir,"FW,MF",Sevilla,1997.0,15.0,3.0,391.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.3,1.7,3.0,2.0,16.0,0.46,0.0,0.46,0.46,0.46,0.33,0.07,0.39,0.33,0.39
Juan Miranda,DF,Betis,2000.0,25.0,21.0,1858.0,20.6,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.6,1.6,1.9,3.6,35.0,103.0,95.0,0.05,0.05,0.1,0.05,0.1,0.08,0.09,0.17,0.08,0.17
Stefan Mitrović,DF,Getafe,1990.0,11.0,9.0,699.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,4.0,19.0,2.0,0.13,0.0,0.13,0.13,0.13,0.01,0.04,0.05,0.01,0.05
Luka Modrić,MF,Real Madrid,1985.0,32.0,18.0,1688.0,18.8,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,5.5,6.8,53.0,196.0,85.0,0.11,0.32,0.43,0.11,0.43,0.07,0.3,0.37,0.07,0.37
Johan Mojica,DF,Osasuna,1992.0,30.0,22.0,2041.0,22.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.6,3.6,57.0,82.0,117.0,0.0,0.13,0.13,0.0,0.13,0.04,0.11,0.16,0.04,0.16
Alberto Moleiro,"FW,MF",Las Palmas,2003.0,28.0,21.0,1803.0,20.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.7,4.6,86.0,87.0,184.0,0.15,0.15,0.3,0.15,0.3,0.1,0.13,0.23,0.1,0.23
Nahuel Molina,DF,Atlético Madrid,1998.0,30.0,19.0,1852.0,20.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,1.3,1.3,2.9,4.2,47.0,68.0,170.0,0.1,0.15,0.24,0.1,0.24,0.06,0.14,0.2,0.06,0.2
Jon Moncayola,MF,Osasuna,1998.0,33.0,21.0,1800.0,20.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.6,0.6,2.3,2.9,14.0,99.0,46.0,0.05,0.15,0.2,0.05,0.2,0.03,0.11,0.14,0.03,0.14
César Montes,DF,Almería,1997.0,21.0,21.0,1788.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.2,0.9,7.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Morata,FW,Atlético Madrid,1992.0,32.0,21.0,1904.0,21.2,15.0,3.0,18.0,15.0,0.0,1.0,4.0,1.0,13.8,12.9,1.7,14.6,22.0,20.0,88.0,0.71,0.14,0.85,0.71,0.85,0.65,0.08,0.73,0.61,0.69
Alberto Moreno,DF,Villarreal,1992.0,27.0,17.0,1484.0,16.5,2.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,0.7,0.7,1.6,2.4,26.0,55.0,79.0,0.12,0.12,0.24,0.12,0.24,0.04,0.1,0.14,0.04,0.14
Gerard Moreno,FW,Villarreal,1992.0,30.0,28.0,2215.0,24.6,10.0,6.0,16.0,8.0,2.0,3.0,0.0,0.0,9.7,7.3,5.3,12.6,48.0,155.0,199.0,0.41,0.24,0.65,0.33,0.57,0.39,0.22,0.61,0.3,0.51
Jorge Moreno,DF,Osasuna,2001.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilaix Moriba,"MF,FW",Getafe,2003.0,14.0,8.0,605.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.6,0.9,8.0,21.0,19.0,0.0,0.3,0.3,0.0,0.3,0.05,0.09,0.14,0.05,0.14
Manu Morlanes,MF,Mallorca,1999.0,35.0,16.0,1615.0,17.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,29.0,104.0,31.0,0.0,0.11,0.11,0.0,0.11,0.06,0.11,0.17,0.06,0.17
Cristhian Mosquera,DF,Valencia,2004.0,36.0,33.0,3075.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,14.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Yerson Mosquera,DF,Villarreal,2001.0,16.0,14.0,1229.0,13.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,0.3,1.9,8.0,36.0,12.0,0.15,0.07,0.22,0.15,0.22,0.11,0.02,0.14,0.11,0.14
Abdul Mumin,DF,Rayo Vallecano,1998.0,20.0,19.0,1694.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,0.3,0.7,6.0,38.0,4.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03
Iker Muniain,"MF,FW",Athletic Club,1992.0,20.0,5.0,594.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.4,2.2,18.0,43.0,50.0,0.3,0.0,0.3,0.3,0.3,0.26,0.06,0.33,0.26,0.33
Aihen Muñoz,DF,Real Sociedad,1997.0,21.0,11.0,1127.0,12.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.0,2.2,24.0,39.0,23.0,0.0,0.16,0.16,0.0,0.16,0.02,0.16,0.18,0.02,0.18
Álvaro Muñoz,FW,Real Madrid,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iker Muñoz,MF,Osasuna,2002.0,28.0,20.0,1854.0,20.6,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,1.1,1.1,0.2,1.2,17.0,80.0,23.0,0.19,0.0,0.19,0.19,0.19,0.05,0.01,0.06,0.05,0.06
Javier Muñoz,MF,Las Palmas,1995.0,37.0,30.0,2640.0,29.3,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.4,4.0,33.0,122.0,126.0,0.07,0.1,0.17,0.07,0.17,0.09,0.05,0.14,0.09,0.14
Vedat Muriqi,FW,Mallorca,1994.0,29.0,25.0,2327.0,25.9,7.0,2.0,9.0,6.0,1.0,3.0,5.0,0.0,10.4,8.0,2.6,10.6,20.0,40.0,134.0,0.27,0.08,0.35,0.23,0.31,0.4,0.1,0.5,0.31,0.41
Nacho,DF,Real Madrid,1990.0,29.0,18.0,1746.0,19.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.5,0.5,1.2,1.7,13.0,55.0,9.0,0.0,0.05,0.05,0.0,0.05,0.03,0.06,0.09,0.03,0.09
Matija Nastasić,DF,Mallorca,1993.0,26.0,25.0,2258.0,25.1,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.0,1.0,0.6,1.6,11.0,64.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06
Roberto Navarro,"MF,FW",Cádiz,2002.0,28.0,24.0,1888.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.1,2.1,3.1,5.3,81.0,70.0,119.0,0.05,0.05,0.1,0.05,0.1,0.1,0.15,0.25,0.1,0.25
Jesús Navas,DF,Sevilla,1985.0,29.0,25.0,2003.0,22.3,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,1.9,2.1,54.0,103.0,141.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.09,0.01,0.09
Álvaro Negredo,"FW,MF",Cádiz,1985.0,7.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.28,0.16,0.28
Carlos Neva,DF,Granada,1996.0,36.0,36.0,3146.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,3.2,3.3,43.0,111.0,98.0,0.0,0.06,0.06,0.0,0.06,0.0,0.09,0.1,0.0,0.1
Tanguy Nianzou,DF,Sevilla,2002.0,8.0,3.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Saúl Ñíguez,MF,Atlético Madrid,1994.0,34.0,14.0,1374.0,15.3,1.0,4.0,5.0,1.0,0.0,0.0,10.0,1.0,1.5,1.5,3.2,4.6,21.0,34.0,43.0,0.07,0.26,0.33,0.07,0.33,0.1,0.21,0.3,0.1,0.3
Peru Nolaskoain,"DF,MF",Athletic Club,1998.0,2.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Ntekja,"FW,MF",Rayo Vallecano,1997.0,16.0,3.0,572.0,6.4,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.3,1.5,0.9,2.5,12.0,15.0,35.0,0.16,0.16,0.31,0.0,0.16,0.37,0.15,0.51,0.24,0.39
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Núñez,DF,Celta Vigo,1997.0,34.0,31.0,2801.0,31.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.8,2.2,10.0,106.0,2.0,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07
Ørjan Nyland,GK,Sevilla,1990.0,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Jan Oblak,GK,Atlético Madrid,1993.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Ocampo,"MF,FW",Cádiz,1999.0,13.0,1.0,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,18.0,9.0,25.0,0.36,0.0,0.36,0.36,0.36,0.1,0.03,0.13,0.1,0.13
Lucas Ocampos,"FW,MF",Sevilla,1994.0,35.0,34.0,2871.0,31.9,4.0,3.0,7.0,3.0,1.0,1.0,8.0,0.0,5.4,4.6,4.5,9.1,117.0,124.0,265.0,0.13,0.09,0.22,0.09,0.19,0.17,0.14,0.31,0.14,0.29
Álvaro Odriozola,DF,Real Sociedad,1995.0,9.0,6.0,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,14.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Aingeru Olabarrieta,FW,Athletic Club,2005.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
Olasagasti,MF,Real Sociedad,2000.0,14.0,2.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,8.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.21,0.09,0.3,0.21,0.3
Samuel Omorodion,FW,Alavés,2004.0,34.0,21.0,1918.0,21.3,8.0,1.0,9.0,8.0,0.0,0.0,6.0,0.0,10.8,10.8,1.3,12.0,30.0,18.0,100.0,0.38,0.05,0.42,0.38,0.42,0.51,0.06,0.56,0.51,0.56
Samuel Omorodion,FW,Granada,2004.0,1.0,1.0,80.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,0.0,3.0,1.13,0.0,1.13,1.13,1.13,0.78,0.05,0.84,0.78,0.84
Aimar Oroz,MF,Osasuna,2001.0,33.0,26.0,2339.0,26.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,3.5,2.8,1.6,4.4,52.0,103.0,126.0,0.08,0.04,0.12,0.04,0.08,0.14,0.06,0.2,0.11,0.17
Eneko Ortiz,DF,Alavés,2003.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asier Osambela,MF,Osasuna,2004.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milutin Osmajić,MF,Cádiz,1999.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.8,2.26,1.46,2.26
Aiham Ousou,DF,Cádiz,2000.0,6.0,5.0,430.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Jesús Owono,GK,Alavés,2001.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Oyarzabal,"FW,MF",Real Sociedad,1997.0,33.0,23.0,2156.0,24.0,9.0,3.0,12.0,7.0,2.0,2.0,3.0,0.0,9.1,7.5,1.7,9.2,27.0,39.0,126.0,0.38,0.13,0.5,0.29,0.42,0.38,0.07,0.45,0.31,0.39
Cenk Özkacar,DF,Valencia,2000.0,23.0,18.0,1598.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,17.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
Jon Pacheco,DF,Real Sociedad,2001.0,23.0,16.0,1526.0,17.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,0.2,1.3,9.0,53.0,1.0,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.08,0.06,0.08
Isaac Palazón Camacho,"MF,FW",Rayo Vallecano,1994.0,37.0,34.0,2791.0,31.0,4.0,1.0,5.0,2.0,2.0,2.0,8.0,0.0,5.9,4.4,1.9,6.3,40.0,128.0,152.0,0.13,0.03,0.16,0.06,0.1,0.19,0.06,0.25,0.14,0.2
Joaquín Panichelli,"FW,MF",Alavés,2002.0,8.0,2.0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.26,0.22,0.26
Sokratis Papastathopoulos,DF,Betis,1988.0,15.0,12.0,1136.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,0.3,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Victor Parada,"FW,MF",Alavés,2002.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aitor Paredes,DF,Athletic Club,2000.0,34.0,31.0,2704.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.2,1.2,0.2,1.4,6.0,107.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05
Daniel Parejo,MF,Villarreal,1989.0,33.0,29.0,2580.0,28.7,3.0,5.0,8.0,0.0,3.0,3.0,4.0,0.0,2.9,0.6,3.0,3.6,11.0,210.0,28.0,0.1,0.17,0.28,0.0,0.17,0.1,0.1,0.21,0.02,0.12
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascu,FW,Villarreal,2003.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paulista,DF,Atlético Madrid,1990.0,5.0,5.0,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Gabriel Paulista,DF,Valencia,1990.0,18.0,16.0,1398.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.2,0.6,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
Nicolás Paz,"MF,FW",Real Madrid,2004.0,4.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31
Alfonso Pedraza,DF,Villarreal,1996.0,19.0,14.0,1116.0,12.4,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,3.6,4.2,56.0,31.0,97.0,0.08,0.24,0.32,0.08,0.32,0.05,0.29,0.34,0.05,0.34
Pedri,"MF,FW",Barcelona,2002.0,24.0,16.0,1476.0,16.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,4.2,7.3,41.0,136.0,81.0,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44
Adrià Pedrosa,DF,Sevilla,1998.0,31.0,15.0,1753.0,19.5,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,3.2,3.9,46.0,61.0,109.0,0.05,0.21,0.26,0.05,0.26,0.04,0.16,0.2,0.04,0.2
Facundo Pellistri,"MF,FW",Granada,2001.0,15.0,14.0,1232.0,13.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,2.5,2.5,1.2,3.7,33.0,22.0,96.0,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27
Iñaki Peña,GK,Barcelona,1999.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Peña,MF,Almería,2005.0,7.0,4.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04
Rubén Peña,"DF,FW",Osasuna,1991.0,29.0,26.0,2088.0,23.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.6,3.5,62.0,78.0,147.0,0.0,0.09,0.09,0.0,0.09,0.04,0.11,0.15,0.04,0.15
Alberto Perea,"MF,FW",Granada,1990.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.0,4.87
Ayoze Pérez,FW,Betis,1993.0,31.0,29.0,2294.0,25.5,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,7.4,7.4,3.9,11.3,90.0,80.0,175.0,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44
Carles Pérez,"MF,DF",Celta Vigo,1998.0,16.0,7.0,772.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.3,2.4,34.0,18.0,66.0,0.12,0.12,0.23,0.12,0.23,0.14,0.15,0.28,0.14,0.28
Francisco Perez,"MF,FW",Valencia,2002.0,32.0,27.0,2049.0,22.8,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,2.6,3.6,59.0,41.0,145.0,0.04,0.18,0.22,0.04,0.22,0.05,0.11,0.16,0.05,0.16
Kike Pérez,"MF,FW",Rayo Vallecano,1997.0,24.0,9.0,835.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,0.6,2.4,17.0,47.0,42.0,0.11,0.0,0.11,0.11,0.11,0.2,0.06,0.26,0.2,0.26
Máximo Perrone,MF,Las Palmas,2003.0,29.0,20.0,1623.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.5,0.8,12.0,78.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Njegoš Petrović,"MF,FW",Granada,1999.0,10.0,0.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
Germán Pezzella,DF,Betis,1991.0,32.0,32.0,2767.0,30.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08
Kamil Piątkowski,DF,Granada,2000.0,9.0,6.0,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.1,0.9,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.17,0.14,0.17
Yeremi Pino,"MF,FW",Villarreal,2002.0,7.0,7.0,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,1.7,11.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31
Portu,FW,Getafe,1992.0,3.0,0.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29
Portu,"MF,FW",Girona,1992.0,33.0,11.0,1188.0,13.2,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,3.4,3.4,3.5,6.8,32.0,32.0,96.0,0.53,0.38,0.91,0.53,0.91,0.26,0.26,0.52,0.26,0.52
José Pozo,MF,Rayo Vallecano,1996.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Pozo Pozo,"DF,MF",Almería,1999.0,21.0,9.0,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beñat Prados,"MF,DF",Athletic Club,2001.0,26.0,16.0,1449.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,23.0,87.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Abdón Prats,"FW,MF",Mallorca,1992.0,34.0,11.0,1270.0,14.1,6.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,3.2,3.2,2.4,5.6,9.0,26.0,49.0,0.43,0.07,0.5,0.43,0.5,0.23,0.17,0.4,0.23,0.4
Pubill,DF,Almería,2003.0,23.0,22.0,1883.0,20.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,1.5,2.2,59.0,36.0,85.0,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1
Antonio Puertas,"MF,FW",Granada,1992.0,27.0,6.0,730.0,8.1,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,3.2,1.6,0.6,2.2,18.0,22.0,46.0,0.0,0.25,0.25,0.0,0.25,0.39,0.08,0.47,0.2,0.27
Arnau Puigmal,"FW,DF",Almería,2001.0,11.0,3.0,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,4.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
Nemanja Radonjić,"MF,DF",Mallorca,1996.0,11.0,4.0,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.6,2.2,23.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.4,0.16,0.55,0.4,0.55
Aleksandar Radovanović,DF,Almería,1993.0,9.0,8.0,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Abdellah Raihani,FW,Atlético Madrid,2004.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Raillo,DF,Mallorca,1991.0,26.0,25.0,2195.0,24.4,3.0,2.0,5.0,3.0,0.0,0.0,6.0,1.0,1.4,1.4,2.0,3.4,24.0,80.0,4.0,0.12,0.08,0.21,0.12,0.21,0.06,0.08,0.14,0.06,0.14
Predrag Rajković,GK,Mallorca,1995.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Ivan Rakitić,MF,Sevilla,1988.0,18.0,16.0,1425.0,15.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,3.0,4.3,24.0,127.0,52.0,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27
