"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)"
Nicola Leali,it ITA,GK,Genoa,30,1993.0,3.0,2.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Rafael Leão,pt POR,FW,Milan,24,1999.0,34.0,29.0,2512.0,27.9,9.0,9.0,18.0,9.0,0.0,0.0,5.0,0.0,10.0,10.0,9.1,19.1,160.0,117.0,293.0,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,Serie A
Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,23,2000.0,22.0,2.0,430.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.0,1.7,16.0,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.36,0.14,0.36,Serie A
Karol Linetty,pl POL,MF,Torino,28,1995.0,28.0,19.0,1858.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,0.5,0.8,1.4,31.0,87.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,Serie A
Luca Lipani,it ITA,MF,Sassuolo,18,2005.0,8.0,5.0,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,6.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Serie A
Pol Lirola,es ESP,DF,Frosinone,25,1997.0,25.0,18.0,1536.0,17.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,1.1,2.4,30.0,65.0,59.0,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14,Serie A
Marcin Listkowski,pl POL,FW,Lecce,25,1998.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,Serie A
Diego Llorente,es ESP,DF,Roma,29,1993.0,29.0,27.0,2170.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,0.6,0.9,20.0,75.0,5.0,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04,Serie A
Stanislav Lobotka,sk SVK,MF,Napoli,28,1994.0,38.0,38.0,3282.0,36.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.3,1.9,29.0,188.0,34.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05,Serie A
Manuel Locatelli,it ITA,MF,Juventus,25,1998.0,36.0,34.0,3008.0,33.4,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,1.4,2.7,21.0,232.0,26.0,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08,Serie A
Ruben Loftus-Cheek,eng ENG,MF,Milan,27,1996.0,29.0,26.0,2068.0,23.0,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,3.7,3.7,2.4,6.1,73.0,74.0,113.0,0.26,0.04,0.3,0.26,0.3,0.16,0.1,0.26,0.16,0.26,Serie A
Ademola Lookman,ng NGA,"FW,MF",Atalanta,25,1997.0,31.0,22.0,1894.0,21.0,11.0,7.0,18.0,11.0,0.0,0.0,4.0,0.0,9.1,9.1,5.2,14.3,72.0,97.0,222.0,0.52,0.33,0.86,0.52,0.86,0.43,0.25,0.68,0.43,0.68,Serie A
Maxime Lopez,fr FRA,MF,Fiorentina,25,1997.0,19.0,7.0,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,14.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Serie A
Maxime Lopez,fr FRA,MF,Sassuolo,25,1997.0,2.0,2.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,2.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Serie A
Matteo Lovato,it ITA,DF,Torino,23,2000.0,13.0,6.0,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Serie A
Matteo Lovato,it ITA,DF,Salernitana,23,2000.0,13.0,11.0,947.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Serie A
Sandi Lovrić,si SVN,MF,Udinese,25,1998.0,29.0,21.0,1987.0,22.1,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,3.5,3.5,3.3,6.8,52.0,80.0,80.0,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31,Serie A
Lorenzo Lucca,it ITA,FW,Udinese,22,2000.0,37.0,30.0,2592.0,28.8,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,7.8,7.8,1.6,9.4,10.0,18.0,118.0,0.28,0.14,0.42,0.28,0.42,0.27,0.06,0.33,0.27,0.33,Serie A
Jhon Lucumí,co COL,DF,Bologna,25,1998.0,29.0,23.0,2217.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,28.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Serie A
José Luis Palomino,ar ARG,DF,Atalanta,33,1990.0,4.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Romelu Lukaku,be BEL,FW,Roma,30,1993.0,32.0,30.0,2641.0,29.3,13.0,3.0,16.0,13.0,0.0,1.0,5.0,1.0,9.8,9.0,2.4,11.4,37.0,37.0,234.0,0.44,0.1,0.55,0.44,0.55,0.33,0.08,0.42,0.31,0.39,Serie A
Karlo Lulić,hr CRO,MF,Frosinone,27,1996.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Sebastiano Luperto,it ITA,DF,Empoli,26,1996.0,38.0,38.0,3406.0,37.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.7,1.7,1.0,2.7,13.0,100.0,13.0,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07,Serie A
Mateus Lusuardi,br BRA,DF,Frosinone,19,2004.0,4.0,3.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Serie A
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,21,2002.0,30.0,19.0,1946.0,21.6,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,3.1,7.1,85.0,21.0,181.0,0.18,0.23,0.42,0.18,0.42,0.18,0.14,0.33,0.18,0.33,Serie A
Charalambos Lykogiannis,gr GRE,DF,Bologna,29,1993.0,22.0,10.0,904.0,10.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.6,2.9,36.0,35.0,41.0,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29,Serie A
Giulio Maggiore,it ITA,MF,Salernitana,25,1998.0,27.0,20.0,1800.0,20.0,4.0,2.0,6.0,4.0,0.0,0.0,9.0,1.0,2.3,2.3,1.1,3.4,8.0,64.0,25.0,0.2,0.1,0.3,0.2,0.3,0.11,0.06,0.17,0.11,0.17,Serie A
Giangiacomo Magnani,it ITA,DF,Hellas Verona,27,1995.0,33.0,27.0,2444.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.2,0.8,15.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Serie A
Mike Maignan,fr FRA,GK,Milan,28,1995.0,29.0,29.0,2609.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Serie A
Antoine Makoumbou,cg CGO,MF,Cagliari,25,1998.0,32.0,32.0,2702.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.7,0.7,0.9,1.6,37.0,137.0,52.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Serie A
Daniel Maldini,it ITA,"MF,FW",Monza,21,2001.0,11.0,2.0,333.0,3.7,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.3,1.3,1.2,2.4,15.0,10.0,22.0,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65,Serie A
Daniel Maldini,it ITA,"FW,MF",Empoli,21,2001.0,7.0,3.0,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.12,0.1,0.12,Serie A
Youssef Maleh,ma MAR,MF,Empoli,24,1998.0,34.0,30.0,2602.0,28.9,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.6,1.6,2.4,4.0,17.0,117.0,65.0,0.0,0.03,0.03,0.0,0.03,0.05,0.08,0.14,0.05,0.14,Serie A
Ruslan Malinovskyi,ua UKR,MF,Genoa,30,1993.0,28.0,18.0,1544.0,17.2,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,1.1,1.1,0.6,1.6,24.0,83.0,31.0,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,Serie A
Gianluca Mancini,it ITA,DF,Roma,27,1996.0,36.0,34.0,2869.0,31.9,4.0,1.0,5.0,4.0,0.0,0.0,9.0,0.0,1.9,1.9,1.1,3.0,38.0,139.0,13.0,0.13,0.03,0.16,0.13,0.16,0.06,0.04,0.1,0.06,0.1,Serie A
Marco Mancosu,it ITA,"MF,FW",Cagliari,34,1988.0,6.0,3.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.5,0.2,0.7,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.85,0.29,0.42,Serie A
Christos Mandas,gr GRE,GK,Lazio,21,2001.0,9.0,8.0,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Rolando Mandragora,it ITA,MF,Fiorentina,26,1997.0,33.0,16.0,1588.0,17.6,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,3.5,3.5,1.6,5.2,7.0,93.0,32.0,0.17,0.17,0.34,0.17,0.34,0.2,0.09,0.29,0.2,0.29,Serie A
Kostas Manolas,gr GRE,DF,Salernitana,32,1991.0,8.0,6.0,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Serie A
Riccardo Marchizza,it ITA,DF,Frosinone,25,1998.0,13.0,13.0,1148.0,12.8,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,6.0,36.0,39.0,0.0,0.31,0.31,0.0,0.31,0.03,0.06,0.1,0.03,0.1,Serie A
Gian Marco Ferrari,it ITA,DF,Sassuolo,31,1992.0,31.0,25.0,2272.0,25.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,0.3,1.9,32.0,148.0,7.0,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,Serie A
Pablo Marí,es ESP,DF,Monza,29,1993.0,34.0,30.0,2615.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.3,0.7,2.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Serie A
Mirko Marić,hr CRO,FW,Monza,28,1995.0,10.0,1.0,287.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9,0.9,0.5,1.3,2.0,4.0,30.0,0.31,0.0,0.31,0.31,0.31,0.27,0.15,0.42,0.27,0.42,Serie A
Răzvan Marin,ro ROU,MF,Empoli,27,1996.0,30.0,20.0,1818.0,20.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,3.0,4.1,21.0,72.0,24.0,0.0,0.15,0.15,0.0,0.15,0.05,0.15,0.2,0.05,0.2,Serie A
Agustín Martegani,ar ARG,MF,Salernitana,23,2000.0,18.0,6.0,731.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,14.0,28.0,22.0,0.12,0.0,0.12,0.12,0.12,0.07,0.06,0.13,0.07,0.13,Serie A
Aarón Martín,es ESP,DF,Genoa,26,1997.0,22.0,17.0,1376.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,1.7,1.9,28.0,35.0,72.0,0.0,0.07,0.07,0.0,0.07,0.01,0.11,0.12,0.01,0.12,Serie A
Josep Martinez,es ESP,GK,Genoa,25,1998.0,36.0,36.0,3239.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Lautaro Martínez,ar ARG,FW,Inter,25,1997.0,33.0,31.0,2656.0,29.5,24.0,3.0,27.0,22.0,2.0,3.0,5.0,0.0,17.6,15.3,3.6,18.8,54.0,80.0,172.0,0.81,0.1,0.91,0.75,0.85,0.6,0.12,0.72,0.52,0.64,Serie A
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,27,1996.0,29.0,26.0,2291.0,25.5,5.0,1.0,6.0,5.0,0.0,0.0,9.0,0.0,2.7,2.7,1.8,4.6,23.0,177.0,16.0,0.2,0.04,0.24,0.2,0.24,0.11,0.07,0.18,0.11,0.18,Serie A
Adam Marušić,me MNE,DF,Lazio,30,1992.0,37.0,37.0,3100.0,34.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.4,0.4,0.8,1.2,35.0,118.0,108.0,0.03,0.0,0.03,0.03,0.03,0.01,0.02,0.04,0.01,0.04,Serie A
Adam Masina,ma MAR,DF,Udinese,29,1994.0,4.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Serie A
Adam Masina,ma MAR,DF,Torino,29,1994.0,16.0,10.0,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Serie A
Alan Matturro,uy URU,DF,Genoa,18,2004.0,6.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Serie A
Luca Mazzitelli,it ITA,MF,Frosinone,27,1995.0,29.0,26.0,2210.0,24.6,5.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,2.3,2.3,1.1,3.4,18.0,167.0,53.0,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14,Serie A
Pasquale Mazzocchi,it ITA,DF,Salernitana,28,1995.0,18.0,16.0,1272.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.3,1.6,36.0,36.0,62.0,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11,Serie A
Pasquale Mazzocchi,it ITA,DF,Napoli,28,1995.0,10.0,4.0,428.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.4,14.0,24.0,22.0,0.0,0.21,0.21,0.0,0.21,0.03,0.04,0.08,0.03,0.08,Serie A
Jordi Mboula,es ESP,"FW,MF",Hellas Verona,24,1999.0,11.0,5.0,307.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,10.0,4.0,22.0,0.0,0.29,0.29,0.0,0.29,0.06,0.11,0.17,0.06,0.17,Serie A
Weston McKennie,us USA,"MF,DF",Juventus,24,1998.0,34.0,29.0,2594.0,28.8,0.0,7.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,3.9,6.9,64.0,92.0,176.0,0.0,0.24,0.24,0.0,0.24,0.1,0.13,0.24,0.1,0.24,Serie A
Arthur Melo,br BRA,MF,Fiorentina,26,1996.0,33.0,23.0,1986.0,22.1,2.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,0.3,1.7,2.0,21.0,133.0,27.0,0.09,0.14,0.23,0.05,0.18,0.05,0.08,0.13,0.01,0.09,Serie A
Leonardo Mendicino,it ITA,MF,Atalanta,17,2006.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Alex Meret,it ITA,GK,Napoli,26,1997.0,31.0,31.0,2773.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Junior Messias,br BRA,"MF,DF",Genoa,32,1991.0,18.0,13.0,1053.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.3,2.9,35.0,29.0,75.0,0.09,0.0,0.09,0.09,0.09,0.14,0.11,0.25,0.14,0.25,Serie A
Nikola Milenković,rs SRB,DF,Fiorentina,25,1997.0,34.0,27.0,2510.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.7,1.1,8.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Serie A
Arkadiusz Milik,pl POL,FW,Juventus,29,1994.0,32.0,7.0,919.0,10.2,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,5.1,5.1,2.6,7.7,12.0,22.0,49.0,0.39,0.1,0.49,0.39,0.49,0.5,0.26,0.75,0.5,0.75,Serie A
Vanja Milinković-Savić,rs SRB,GK,Torino,26,1997.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Yerry Mina,co COL,"DF,MF",Fiorentina,28,1994.0,4.0,0.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Serie A
Yerry Mina,co COL,DF,Cagliari,28,1994.0,14.0,14.0,1215.0,13.5,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.3,0.5,0.0,0.5,4.0,23.0,3.0,0.15,0.0,0.15,0.07,0.07,0.1,0.0,0.1,0.04,0.04,Serie A
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,27,1995.0,27.0,12.0,1176.0,13.1,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,5.4,5.4,4.1,9.5,41.0,75.0,122.0,0.23,0.38,0.61,0.23,0.61,0.41,0.31,0.72,0.41,0.72,Serie A
Kevin Miranda,it ITA,DF,Sassuolo,20,2003.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Antonio Mirante,it ITA,GK,Milan,40,1983.0,2.0,2.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Fabio Miretti,it ITA,MF,Juventus,19,2003.0,25.0,16.0,1103.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.1,2.3,22.0,43.0,62.0,0.08,0.08,0.16,0.08,0.16,0.1,0.09,0.19,0.1,0.19,Serie A
Filippo Missori,it ITA,DF,Sassuolo,19,2004.0,8.0,2.0,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.11,0.1,0.11,Serie A
Stefan Mitrović,rs SRB,"FW,MF",Hellas Verona,20,2002.0,10.0,4.0,391.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,13.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.13,0.1,0.13,Serie A
Henrikh Mkhitaryan,am ARM,MF,Inter,34,1989.0,36.0,35.0,2785.0,30.9,2.0,8.0,10.0,2.0,0.0,0.0,4.0,0.0,3.6,3.6,4.5,8.1,92.0,192.0,127.0,0.06,0.26,0.32,0.06,0.32,0.12,0.15,0.26,0.12,0.26,Serie A
Ilario Monterisi,it ITA,DF,Frosinone,21,2001.0,24.0,16.0,1469.0,16.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.4,1.5,4.0,47.0,18.0,0.12,0.12,0.25,0.12,0.25,0.07,0.02,0.09,0.07,0.09,Serie A
Lorenzo Montipò,it ITA,GK,Hellas Verona,27,1996.0,37.0,37.0,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Serie A
Nikola Moro,hr CRO,MF,Bologna,25,1998.0,23.0,10.0,840.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,21.0,58.0,38.0,0.11,0.0,0.11,0.11,0.11,0.08,0.04,0.12,0.08,0.12,Serie A
Dany Mota,pt POR,"FW,MF",Monza,25,1998.0,34.0,24.0,2049.0,22.8,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,3.0,6.5,112.0,57.0,152.0,0.18,0.13,0.31,0.18,0.31,0.16,0.13,0.29,0.16,0.29,Serie A
Samuele Mulattieri,it ITA,"FW,MF",Sassuolo,22,2000.0,27.0,1.0,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.3,1.9,8.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.37,0.31,0.37,Serie A
Luis Muriel,co COL,"FW,MF",Atalanta,32,1991.0,18.0,2.0,409.0,4.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,1.7,3.3,19.0,24.0,57.0,0.44,0.22,0.66,0.44,0.66,0.34,0.38,0.72,0.34,0.72,Serie A
Yunus Musah,us USA,"MF,FW",Milan,20,2002.0,30.0,13.0,1478.0,16.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.2,1.8,48.0,64.0,77.0,0.0,0.12,0.12,0.0,0.12,0.04,0.08,0.11,0.04,0.11,Serie A
Juan Musso,ar ARG,GK,Atalanta,29,1994.0,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,20,2003.0,5.0,0.0,39.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,2.31,0.0,2.31,2.31,2.31,0.17,0.0,0.17,0.17,0.17,Serie A
Obite N'Dicka,ci CIV,DF,Roma,23,1999.0,25.0,25.0,2168.0,24.1,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,26.0,87.0,11.0,0.0,0.12,0.12,0.0,0.12,0.04,0.04,0.09,0.04,0.09,Serie A
Nahitan Nández,uy URU,"MF,DF",Cagliari,27,1995.0,33.0,29.0,2341.0,26.0,2.0,3.0,5.0,1.0,1.0,1.0,7.0,0.0,3.7,2.9,2.5,5.5,57.0,76.0,89.0,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21,Serie A
Natan,br BRA,DF,Napoli,22,2001.0,14.0,11.0,952.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.1,0.5,15.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Serie A
Lapo Nava,it ITA,GK,Milan,19,2004.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Michel Ndary Adopo,fr FRA,MF,Atalanta,23,2000.0,10.0,0.0,109.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,3.0,9.0,16.0,0.0,0.83,0.83,0.0,0.83,0.06,0.06,0.11,0.06,0.11,Serie A
